scheda;word
provaale131;degli|scafo|roberto|endrizzi|cavedago|daldoss|mamma|stati|giulietto|1900-1990|fratello|nella|genitori|potrebbe|sabina|ritorno|viola|d'america|bandiera|uniti|norma|della|slosser|uniti.giulietto|sinistra|bambini|ragazza|sulla|cavedago|dagli|trattarsi|madre|famiglia|1924-2012|sventola|1911-1995)
provaale132;(1899-1962|giulietto|piazza|padre|piazza|slosser|festa|lionello|sindaco|corradini|d'america|uniti|viola|fotografia|parroco|mario|stati|ovest|della|scattata|ritorno|viola|stata|alpini|degli|cavedago|1924-2012|palco|impartisce|benedizione|fianco|porta|lorenzo|sulla|parrocchiale|lorenzo|secondaria|presso|dagli
provaale133;sfilata|vissuto|slosser|festa|sabina|madre|1899-1962|stati|alpini|prima|figlio|pennsylvania|d'america|york|negli|hanno|cavedago|1924-2012|uniti|cavedago|viola|degli|banda|della|daldoss|padre|coniugi|1900-1990|cavedago|giulietto
provaale134;(1932-2010|moglie|figlia|antonio|albino|angelo|seduto|dorigoni|dietro|dalsass|degli|pinter|irene|fuoco|1903-1976|madre|1887-1977|daldoss|enrico|giuseppina|viola|viola|1933-2011|1908-1976|molveno|augusto|fianco|fantin|ernesto|dorigoni|vittoria|figlio|frazione|dietro|della|giovane|1893-1976|giacomo|marina|titolare|bussola|daldoss|gusto|cavedago|braccio|caterina|vigile|slosser|bino|seduta|daldoss).don|divisa|l'ultima|nipote|località|moglie|daldoss|1889-1974|tonèi|cavedago|faustino|1878-1949|nesto|gennarina|1858-1949|sinistra|celesta|destra|giacomo|famiglie|1891-1941|figlio|daldoss|1846-1929|tonèla|frisanco|pinter|originaria|bambina|pomorbiol|slosser|clamer|fratello|ristorante|clamer|armando|
provaale135;viola|york|daldoss|figlia|adelina|livio|cugina|sorella|della|giulietto|1950|tetto|giulietto|slosser|dalsass|emigrati|cavedago|1924-2012)
provaale136;piedi|daldoss|giuseppe|classe|coscritti|cavedago|sinistra|ricordo|andalo|costante|flora|andalo|tutti|silvio|terzo|cavedago|.classe|scritta|endrizzi|1917|altri|pannello|secondo
provaale137;trainato|viene|automobile|carro|forech|dall'automobile|conosciuto|forego|viola|anche|ponte|slosser|.il|rachele|fòrech|d'epoca|bisnonna|versione|incalzato|guidato|mulino|roberto|viola,
provaale14;fratelli|classe|negli|begla|rodolfo|sinistra|festeggia|ettore|maset|viola|faustino|sulla|locale|paesaggio|arturo|forestale|lenot|della|degli|beniamino|1887-1918|veduta|anziano|rose|gioachino|pozza|brescia|figlio|alice|mariano|quirino|1921-1999|milano|chiesa|giuseppina|adelio|giuseppe|ermanno|1921-1981|forestali|alberi|beppino|canton|cinque|scale|saro|infine|1921-1985|1903-1989|piedi|magon|silvio|1910-1993|1906-1971|severino|croce|viola|1903-1991|classe|innevato|portele|comunale|erminio|moglie|paese|1871-1944|maspero|magnifici|ingegnere|dalle|livio|prete|mattè|messo|zeni|padre|giulio|l'ordinato|sinistra|graziella|papà|primo|lonch|parrocchiale|erari|piano|prima|amici|caldonazzo|1939|moglie|mondiale|medico|sindaco|endrizzi|ciàli|baffi|località|daldoss|bufa|1899-1965|cavedago|delle|cristina|forestale|endrizzi).la|autorità|soldati|enrico|guerra|1903-1990|mariano.don|zuaboni|angelo|cavedago|intellettuali|porta|cazzoli|presso|messo|1903-1973|soldato|parroco|1884-1961|1940|sulle|1920-1993|milizia|ernesto|strada|eugenio|albino|fesat|terzo|molinar|brescia|giacomo|sabina|ciàli|seduti|1917-1989|teresa|sconosciuto|divisa|piffer|sinistra|emanuele|pinter|parroco|cavedago|maset|seguire|clamer|teresina|confinaria|1907-1980|occasione|lungo|festa|piedi|albertino|mamma|destra|osti|daldoss|panoramica|contadino|cavedago|prati|viola|scudelar|mazzo|centro|fiori|comunale).don|erminia|fotografate|entrambe|mamma|priori|destra|cavedago|fotografia|dalsass|frazione|dalsass|1906-1971|1905-1979|centro|vittorio|scattata|alfonso
provaale140;d'america|coppia|molinar|maria|1899-1962|fotografia|sinistra|subla|1886-1968|genitori|della|cavedago|cavedago|1864-1956|uniti|angelo|viola|fila|quirino|stati|secondo|negli|slosser|1910-1993|prima|gruppo|figlio|1857-1931|pietro|marigola|
provaale141;maestro|quirino|cazzoli|delle|seduto|guardia|molinar|della|capriolo|cavedago|chini|autorità|1887-1951|paganella|forestali|molveno|nell'ultima|guardie|scale|piedi|fotografia|fotografati|1857-1942|giulio|sinistra|cane|destra|alcune|bruno|dell'altipiano|viola|fila|davanti|slosser|gruppo|forestale|nella|sulle|piazza
provaale142;irene|figlie|inginocchiato|all'altare|bambina|fianco|viola|figlia|1957|viola|anita|grande|parrocchiale|braccio|daldoss|dalsass|cavedago|classe|prima|1956-1983|sinistra|comunione|della|davanti|chiesa|1933-2011|corrado|manuela
provaale143;un'immagine|prima|corrado|cartolina|fotografia|della|castello|parrocchiale|tommaso|pressi|1957),fotografato|chiesa|classe|belfort|cavedago|poesia|strade|cavedago|chiesa|all'altare|nella|davanti|comunione|muta|veduta|valle|viola|crocevia
provaale144;giulio|viola|giuseppe|molinar|1904-1990|quirino|cavedago|bruno|slosser|1910-1993|cavedago|fratello|migolota|1956-1983|festa|roberto|endrizzi|forestali|tonaza|cazzoli|anita|cavedago|negli|cavedago|bambini
provaale145;mezzolombardo|beniamino|luise|padrini|stati|presso|padrino|cavedago|sconosciuto|d'america|viola|piffer|uniti|dalsass|pietro|endrizzi|figlio|parrocchiale|cresima|dello|1899-1962|migolota|nipote|negli|giuseppe|proprietario|cresimando|cavedago|cresimandi|spaccio|adelina|cavedago|sinistra|slosser|chiesa
provaale146;chiesa|piffer|endrizzi|presso|giuseppe|sconosciuto|della|cavedago|parrocchiale|quirino|proprietario|molinar|dello|nella|padrini|ragazzo|spaccio|1952|beniamino|luise|sinistra|fila|sconosciuto.cresimandi|pietro|roberto|prima|figlio|comunione|lorenzo|dietro|giorno|migolota|sinistra|cresimandi|cavedago|viola|cresimando|dalsass|ivo|slosser|cavedago|genitori|luise|mezzolombardo|cresima|padre
provaale147;uniti|manzin|.don|bambini|sinistra|dietro|cavedago|comunione|giorno|maestra|slosser|stati|negli|subla|della|prima|gabriella|viola|1952-2013|piffer|d'america|1899-1962)
provaale148;slosser|nella|1900-1990|maria|floris|ragazza|ritratto|daldoss|madre|cavedago|tiene|fotografico|cavedago|sabina|viola|dell'epoca|carlotta|bicicletta
provaale15;fotografico|scrivania|cavedago|congedo|timbro|1907-1980|alcuni|fondo|autorità|costruzione|soldati|garda|cartolina|1920-1993|sconosciuto|posto|staco|maestra|sergio|lavoro|cimiteriale|baffi|dietro|coscritti|giovanni|maestro|cavedago|sinistra|maria|chiesa|angelo|quirino|ciàli|aurora|essere|comunale|lavoratori|milizia|anselmo|emigrati|marino|alcune|gruppo|presenza|chini|panoramica|fotografia|individuata|carlotta|cavedago|località|romano|cavedago|italo|parrocchiale|dalsass|nella|tot|sindaco|sindaco|mattè|classe|endrizzi|primo|erari|dalsass|silvino|mantoa|guardia|elvira|ragazzi|vittorio|destra|forestale|presunto|ritratto|erminio|cazzoli|stata|d'armi|luigina|vilàri|centro|cartello|dalsass).carolina|questi|ovvero|scattata|parroco|scritto|canada|carleton|oppure|1922|festa|porto|viola|silvano|daldoss|membro|della|carolina|county|bruno|tanel|frazione|pozza|parroco|carleton|brescia|màrden|piano|binota|giuliana|confinaria|albino|nell'angolo|zuaboni|1926-2007|paese|iginio|1923|numero|cavedago|cavedago|bianca|potrebbe|liliana|portano|edvige|trattarsi|bari|figli|sconosciuto|endrizzi|alberi|beiel|arrivo|figlio|livio|priori|all'estrema|marito|bambini|enrico|piffer|gioachino|sconosciuta|ferrovia|scudelar|carleton|mantoa|clamer|bambino|1899-1965|l'immagine|moglie|sorella|1869-1941|famiglia|slosser|1940|basso|bottega|messo|maschi|nipote|qualcuno|proprietario|classe|cavedago|veduta|smaniotto|viola|gabriele|molinar|1910-1980|tommaso|scolari|insegnante|aurora|braccio|canton|dell'albergo|padre|sabina|esserci|bambine|albina|degli|tutti|1923|.classe|fotografato|emigrato|destra|fascia|davanti|giuseppe|osti|1907-1983|mezzo|destra|daldoss|contea|zeni|cappello.
provaale150;viola|norma|cavedago|circa|anni|all'età|fotografico|ritratto|slosser|
provaale151;viola|anni|anita|ritratto|fotografico|slosser|circa|1956-1985|cavedago|all'età
provaale152;fotografia|sabina|negli|uniti|1900-1990|d'america|cavedago|slosser|stati|viola|daldoss
provaale153;uniti|stati|d'america|1924-2012|cavedago|giulietto|viola|slosser|gatto|negli
provaale154;trovava|viola|cavedago|d'america|negli|fotografico|lavoro|nell'orto|pennsylvania|stati|1899-1962|slosser|probabilmente|uniti|contesto
provaale155;mondiale|1924-2012|divisa|stati|slosser|guerra|negli|partire|prima|all'epoca|viola|uniti|cavedago|seconda|giulietto|militare|trovava
provaale156;ritratto|1861-1935|viola|cavedago|caterina|slosser|fotografico
provaale157;cavedago|fotografia|daldoss|1899-?|uniti|forse|studio|albino|stata|tonèi|d'america|ritratto|scattata|stati|degli|fotografico
provaale158;negli|cavedago|adelina|originari|scattata|quando|dalsass|stata|uniti|degli|genitori|emigrati|stati|appena|fotografico|daldoss|uniti|cavedago|fotografia|cavedago|studio|erano
provaale159;fotografati|fotografia|daldoss|matrimonio|forse|1879-1960|viola|1868-1953|prassede|conte|cavedago|giorno|giuseppe
provaale16;località|parrocchiale|secondo|briolo|frazione|davanti|ritrae|figlio|ciàli|centro|madre|alice|chiesa|figlia|dalsass|amici|intellettuali|spazzacamini|graziano|cimitero|maestro|cavedago.gioco|altri|maset|ettore|1905-1979|gioachino|piano|sacerdotale|sulla|scudelar|destra|viola|insegnante|lenzo|ordinazione|gabriele|giuseppe|bellavista|cavedago|cimiteriale|clamer|cavedago|parroco|1930|1905-1979|1908-1985|manzin|alcuni|madre|mattè|giulio|tot|garda|beppino|oppure|zinio|individuati|nonno|destra|sindaco|paese|emigrati|carte|zeni|panoramica|sinistra|gioco|sabina|endrizzi|degli|ritratto|tullio|stati|famiglia|impiegato|donato|classe|sconosciuto|staco|fotografia|dalsass|germania.carlo|mario|maria|fotografico|comunale|biciclette|vante|destra|centro|della|moglie|parroco|occasione|fortunato|fondo|erari|1907-1980|giuseppina|trattarsi|clamer|1921-2007|italia|viola|enrico|veduta|dalsass|vilari|onorato|giacomo|caldonazzo|dalsass,celestina|entrambi|parrocchiale|beppino|carlo|1893-1969|sinistra|grandi|dalsass|livio|erari|cavedago|1899-1965|osti|turno|potrebbe|primo|augusto|germania|croz|albino|fotografati|vilàri|portone|terzo|sorella|zeni|tomba|rodolfo|destra|1903-1989|tommaso
provaale160;anita|maria|1896-1962|annarosa|verso|stata|prima|classe|comunione|1956|corrado|prati|manzin|giulio|mariano|miriana|viola|scattata|maggiore|clamer|1857-1942|nella|bambini|angelo|l'altare|cavedago|1956|viola|piffer|figlia|parrocchiale|chiesa|slosser|cavedago|endrizzi|clamer|fotografati|fotografia|walter|della
provaale161;viola|cavedago|frazione|d'america|scattata|germania|abitavano|degli|dalsass|d'america|lina|sinistra|chiesa|dalsass|stati|matrimonio|bambina|fotografico|destra|emigrata|mario|della|uniti|amico|genitori|genitori|parrocchiale|studio|negli|dello|cavedago|adelina|manzin|famiglia|fotografia|stata|nella|sposo|daldoss|uniti|testimone
provaale162;stati|negli|viola|1924-2012|figlio|d'america|cavedago|1949-2009|genitori|maria|comunione|giorno|uniti|slosser|sabina|1900-1990|giulietto|prima|daldoss|emigrata|floris|centro|molinar|1899-1962|della|famiglia
provaale163;lapide|intravede|processione|viola|anita|cavedago|slosser|cavedago|comune|bambini|grande|piccola|maestra|norma|cavedago|cavedago|commemorativa|fotografati|comunione|tutte|caduti|bambina|piffer|sorelle|scuole|guerre|prima|delle|giorno|all'ex|edificio|davanti|della
provaale164;bruno|endrizzi|cazzoli|guardie|cazzoli|piedi|destra|roberto|destra|amici|dell'orso|primo|sinistra|quarto|nella|olga|chini|coppia|destra|cavedago|fotografati|terzo|slosser|dell'altipiano|maestro|davanti|delle|secondo|migolota|piedi|testa|piedi|prima|della|forestali|questi|autorità|molinar|giuseppe|viola|inginocchiato|giulietto|guardia|paganella|fotografia|seduto|tiene|presso|1924-2012|quirino|dietro|alcune|forestale|gruppo|molveno.
provaale165;miriana|1956|corrado|sinistra|1956|destra|bambini|anita|prima|classe|cavedago|annarosa|clamer|mariano|seconda|viola|1956|endrizzi|angelo|manzin|clamer|piffer|comunione|walter|viola
provaale166;angelo|anita|prima|viola|bambini|miriana|endrizzi|classe|annarosa|1956|1956|viola|destra|comunione|viola|cavedago|clamer|walter|mariano|manzin|piffer|clamer|corrado
provaale167;destra|alcuni|della|mondiale|uniforme|quirino|seconda|primo|reggimento|fotografato|guerra|1910-1993|molinar|carabinieri|viola|compagni
provaale168;(marito|figlie|davanti|sinistra|cesarina|dietro|amico|testimoni|sorella|alfonso|cognato|manzin|dello|germania|matrimonio|vittorio|della|mario|viola|viola|sposo|mario|dalsass|coppia|cavedago|destra|sposa|viola|alfonsina|padre|lina|centro
provaale169;(1908-1996|genitori|fedele|destra|sedia|fotografia|alice|arturo|1866-1937|sorella|della|sabina|1909-1991|coppia|toscana|figli|nipoti|famiglia|moglie|angelo|viola|maria|figlia|1901-1959|1900-1974|angelo|germana|zeni).famiglia|emanuele|anziani|sinistra|zeni|begli|vilari|sulla|dalsass|1865-1931|arturo|beiel|cavedago
provaale17;corpo|pavela|sconosciuto|maggiorenni|immettersi|fondo|rettificata|chiesa|viola|fratello|gioachino|valle|cavedago|statale|mezzolombardo|dalla|panoramica|giuliana|novecento|guerra|completa|fotografico|nonna|destra|corrispondenza|parrocchiale|cavedago|oreste|dolens|maria|rauzi|viola|vecchia|gaggiola|entrambi|silvino|pozza.una|benedizione|sorelle|sulla|originario|campana|tot|cucire|forego|particolare|ragazze|spormaggiore|scattata|viola|scritta|castello|taliane|davanti|ultimo|gruppo|processione|insegnante|vilari|della|seconda|sedriago|mons|zeni.monsignor|mattè|sinistra|1920-2007|parroco|casa|vicina|prati|croce|macchina|parrocchiale|congedo|dell'albergo|hanno|soldati|verso|collegamento|quest'ultima|garda|maestro|cavedago|cornelio|tommaso|portone|inizi|davanti|carmela|1921-1995|belfort|fanny|tomàs|evidenza|maspero|albertino|focolare|vescovili|occasione|portata|endrizzi|aurora|soldato|visti|filomena|sorella|fratelli|pezzi.guido|cavedago|.anni|nella|questi|porta|1899-1965|corso|decano|bivio|sopra|bepino|pastorale|guido|strada|brusà|destra|pozza|abbraccia|titolare|gemma|sinistra|sindaco|dell'anfiteatro|tommaso|dlsass|alpini|scudelar|mario|cavedago|macchina|destra|corinno|studio|ponte|degli|l'antica|carmelo|scende|visita|nothmann|dalsass|destra|tomàs|prato|frazione|maset|1932-2017|portatori|1892-1972|turno|ritratto|davanti|tracciato|grandi|pietro|dietro|livio|ricamo|all'entrata|cavedago|sinistra|dietro|luigi|partecipato|mondiale|madonna|corso|presente|vilàri|cavosi|abiti|fotografico|venisse|fotografia|prima|cimiteriale|veduta|asfaltata.
provaale170;zulberti|germana|fratello|cavedago|sposa|secondo|fila|all'estrema|messe|della|carmen|destra.festa|arturo|primo|cavedago|maria|donna|maschi|nella|beiel|dalsass|sposa|l'unica|costruzione|terzo|fotografia|daldoss|state|sinistra|dietro|calcio|1909-1983|destra|erminio|sabina|destra|delio|matrimonio|località|destra|priori|campo|donne|sinistra|sinistra|lavori|prima|genitori
provaale171;primo|viola|mirella|maestro|magona|osti|alberi|ragazzi|rosetta|chini|sinistra|beppino|viola|cavedago|campo|sorella|lavarone|località|ea|dalsass|bruna|festa|america|piedi|franca|franco|cavedago|dalsass|endrizzi|valentino|bepelot|dagli|costante|carmen|calcio|moglie|cesarina|emigrata|tullio|postina|o|zeni|davanti|narcisa|giovanni|padre|leonardelli|sinistra|degli|daldoss|giacomo|lavori|priori|mario|costruzione|mariotta|chini
provaale172;calcio|primo|cavedago|lavori|campo|priori|località|costruzione
provaale173;valle|località|spormaggiore|prati|cavedago|vista|della|panoramica|castel|pozza|belfort|sedriago|frazione|dalla|spormaggiore
provaale18;strada|piedi|ultima|statale|dalla|migolota|degli|viola|collegamento|seduti|brescia|mantoa|sergio|cartello|zeni|famiglia|frazioni|seduto|quarto|viola|arturo|dirigeva|1910-1980|cavedago|natalia|primo|emanuele|coscritti|sesto|suonatore|vilari|begel|scritta|delle|posta|endrizzi|destra|certa|seconda|dino|penultima|presenti|emigrata|sorella|altri|ciaìn|ragazzi|mariotta|erminio|fila|fila|sinistra|pinter|zuaboni|rodolfo|dall'incrocio|mulino|pietro|castello|ancora|tomàs|indica|rachele|belfort|volp|sabina|casa|1904|festeggiano|cavedago|della|albino|prima|albertino|enrico|anselmo|dalsass|destra|giuseppina|priori|maspero|maria|vicini|idelma|oliana|muretto|carmela|clamer|canton|bortolo|1915-1987|cresima|dalrì|val|1920-1993|padrino|1904|.classe|osti|parrocchiale|bolzano.foto|festa|manzìn|sores|ciali|classe|santa|archi|giuseppe|attribuzione|teofilo|albina|sandra|questi|dalsass|vista|l'ingegner|l'unica|occasione|vecchia|lenot|negli|fratello|presente|mansueto|ea|cavedago|spormaggiore-seghe-dalsass-andalo|amici|sterrata|garda|dalsass|attilio|assunta|fisarmonica|centro|fascista|fido|mattè|bambino/a|faustino|chito|banal|papa|poche|smaniotto|vittorio|davanti|sinistra|bruno|barba|donato|viola|chiesa|fontana|cavedago|staco|alberi|viola|maset|trattoria|fotografia|bepét|destra|ponte|dietro|commissario|staco|graziella|alice|fotografati|terzo|silvia|sinistra|papà|fotografia|donna|nella|paganella|sonador|dalsass|donne|frazione|piedi|croce|madre|sposato|daldoss|sposata|canton|livio|alla|martinelli|1905-1979|canada|acciaierie|bufa|parroco|vilari|.la|dopolavoro|gruppo|terza|subla|sconosciuta|italo|bepina|modesto|località|zeni.
provaale180;lavori|primo|campo|agostino|carmen|zulberti|trattore|zeni|endrizzi|cavedago|costruzione|località|marito|calcio|zeni|dalsass|sinistra|guida|delio|priori
provaale181;canton|cavedago|bambina|fotografate|frazione|slosser|cavedago|viola|sabina|daldoss|carmen|dell'albergo
provaale182;cavedaghesi|sotto|viola|teofilo|bruno|zeni|probabilmente|scattata|campanil|erano|stata|fotografia|bass|marcia|parroco|enrico|alcuni|partiti.in|endrizzi.
provaale183;sabina|1938|dalsass|bèiel|genitori|1908-1996|1900-1974|arturo|fotografia|coniugi|1934-2015|carmen|cavedago,
provaale184;vincenzo|arturo|cavedaghesi|sinistra|bèiel|durante|guerra|lonch|soldati|d'abissinia|subla|viola
provaale185;vincenzo|bèiel|.guerra|viola|d'abissinia|cavedaghesi|subla|soldati|d'abissina|arturo|guerra|lonch|durante|sinistra|bèiel|1936:
provaale186;marito|flavio|zulberti|dalsass|costruzione|località|cavedago|bari|cavedago|bottiglia|modesto|clamer|manelo|primo|calcio|campo|priori|carmen|clamer|trattore|viola|lavori|tenaglia|sinistra|delio|guidato|zeni|italo|papa|clamer|marco|trattore,
provaale187;(vicesindaco|suonatore|endrizzi.classe|franco|attilio|della|1938|fisarmonica|cavedago|zeni|beppino|tiglio|classe|lenot|manzin|tullio|sinistra|viola|coscritti|sonador|bruno|cavedago|viola,
provaale188;sinistra|belfort.giuseppe|lenòt|erminia|stata|fotografia|castel|essere|giuseppe|assieme|beppina|cavedago|potrebbe|nella|amici|scattata|prima|amici|primo|figlia|giuseppina|moglie|piedi|destra|seconda
provaale189;(vestita|fondo|alma|giuseppe|dello|matrimonio|cavedago|bianco|viola|madre|maria|lidia|cavedago|sposa|genitori|viola|sinistra|fianco|cugino|maestro|nella|cornelio|brunetto|regina|zeni|destra|maestra|della|bambina|trova|luigina|sinistra|eugenio|all'estrema|angelina.matrimonio|viola|1920-2007|gruppo|prima|bruno|testimoni|erminia|predazzo|sposo|oscar|dietro|destra
provaale19;donna|beppino|verso|1958|cresima|daldoss|riunti|piedi|priori|giuliano|igino|viola|viaggio|màgola|endrizzi|fotografia|guardano|rossat|frammento|maria|occhiali|napolion|seduti|all'oceano|località|della|fratelli|viola|sulla|degli|scattata|maset|antonio).i|1901-1959|canton|dalsass|ritrarre|festa|chiesa|giorno|zavela|rachele|donato|portone|dalsass|silvano|livio|trentina|maschi|cavedago|vilàri|basso|paneta|donne|beiel|20.8.'95|esterina|sinistra|sedia|parrocchiale|silvino|atlantico|endrizzi|casa|sistemata|stata|fotografato|bambola|marden|uomini|dietro|1904-1973|ruggero|luigi|tommaso|stellina|enrico|figli|davanti|figlio|coscritti|miliota|occasione|angiolina|un'altra|albino|frazione|sbianco|gabriella|marden|fotografia|anni|davanti|canada|potrebbe|bepelot|subla|cimitero|sessant'anni|destra|zefferino|alberi|bambini|porta|mezzo|corinna|palma|padrini|settentrionale|ragazzi|ricordo|1950-1954|sconosciuto|cavedago|clamer|canada|rosso|agostino|classe|marden|1952-2013|nordera|bambino|antonio|sinistra
provaale190;daldoss|sabina|begla|attilio|zeni|corradini|moglie|bambine|bambini|cavosi|bufa|mamma|erminia|carlo|alice|severino|viola|clamer|eugenio|ermanno|endrizzi|arturo|elisabetta|comunione|portele|altre|riuniti|dietro|manuela|viola|cavedago|pietro|delle|ciali|lionello|zeni|1903-1989|endrizzi|parroco|beppino|rosetta|maestra|prima|segala|1903-1990|lenot|lonch|coscritti|cristina|dalle|davanti|corradini|dalsass|cavedago|papà|ennio|mamma|giorno|della|sconosciute.don|adelio|sessantesimo|sinistra|rose|zeni|1903-1991|giuseppe|graziella
provaale191;1927|lènzo|costante|guglielmo|della|comunione|destra|classe|sconosciute.i|viola.classe|giorno|prima|davanti|viola|cavedago|coscritti|walter|bambine|bambini|sconosciuto|brunetto|dalsass|sinistra|alle|endrizzi|dietro|adelio|giulio|lenòt|zeni|bèiel|rose|olivo|sconosciuto,
provaale192;(emigrata|cavedago|sorella|prima|comunione|aurora|dalsass|corradini|giuseppina|tomàs|classe|dalsass|dell'albergo|assunta|pausa|bruno).bellezze|sinistra|maestro|marito|alice|della|paganella|viola|alcune|lionello|zeni|moglie|beniamino|chini|ragazze|lavoro|lorena|cameriera|flavia|negli|lenòt|graziano|viola|zeni|1927-2016|bambini|america|1928-2007),
provaale193;giuseppina|padre|fratello|dalsass|destra|1892-1978|bruno|donato|frazione|potrebbe|tullio|fiori|strada|bambina|nonno|1919-1990|parenti|famiglia|d'oro|genero|cristina|sinistra|secondo|davanti|cavedago|sorella|nozze|viola|matrimonio|sposa|croz|terzo|festeggiata|padre|mamma|sandrina|olisamir|della|dietro|lenòt|sposo|dello|graziella).sosta|1917-1999|destra|stradin|dell'hotel|figli|ricordo|mamma|sosta|occasione|1925-2011|mentre|cavedago|zeni|costante|mario|fondo|1887-1966|l'altra|endrizzi|vittorio|melon|cop|beppina|sposo|rosalia|fianco|olivo|gruppo|delle|zeni|coppia|essere|donna|vestito|graziella|sinistra|giuseppe|vittoria|sposa|centro|cavedago
provaale194;gioacchino|fila|lenòt|giulio|sola|baffi|tonaza|cavedago|1932-1979|intravede|della|bruno|dietro|centro|matrimonio|lidia|sinistra|prima|trova|coppia|endrizzi|dello|viola|sposo|bepelota|bepelot|.
provaale195;endrizzi|1934|daldoss|péo|francolìn|modesto|bèiel|rosso|emenauele|cesare|giacomo|manzìn|vante|rossat|cavedago|coscritti|napoleon|carmelo|vilàri|.classe|sinistra|viola|aurelio|dalsass|classe
provaale198;macchina|altre|prati|fotografia|destra|l'aiuto|cavedago|balle|moglie|delle|l'imballatrice|bruno|trattore|lenòt|dietro|stata|nella|frazione|sedriago|fieno|parallelepipedo|della|all'imballaggio|prato|spormaggiore|scattata|persone|infilano|classiche|forche.
provaale199;battuta|zavela|postin|bruno|gruppo|angelo|figlio|cavedago|canton|italo|caccia|dietro|scattata|ucciso|moglie|lenòt|canton|bruno|davanti|pozza|stata|durante|mamma|appeso|bruno|sinistra|davanti|bastone|viola|fotografia|bari|luis|sinistra|l'animale|erminia|zeni),
provaale2;daldoss|sinistra|penna|servizio|marzo|notano|porta|croce|sergio|corradini|fratello|dovrebbe|costante|luciano|sola|coscritti|amedeo|croce|coperto|celebra|ricoperto|dalsass|ferruccio|mattè|prati|fotografati|'50|studio|trenino|1958|fèn|fortunato|sinistra|veniva|smaniotto|irene|degli|ciapelan|amedeo|garda|cavedago|tranquillo|graziano|magon|).1|daldoss.veduta|quello|all'epoca|chiesa|seguire|monte|viola|ziza|sonador|della|donato|manuela|guerra|sinistra|lenot|tennis|parrocchiale|1958-1959|maschi|endrizzi|accovacciati|figlia|malga|l'hotel|cavosi|fratelli|soldati|diverse|scattata|d'america|l'area|parroco|sullo|1946-2007|baffi|poche|romano|tullio|fratelli|scritte|situati|località|vista|negli|dagnola|chini|ciàli|sportiva|cacciatori|sola|.don|piano|elvira|cavedago|carmelo|scuola|giulietto|trento-malè|bambini|spormaggiore|parènte|dalla|frazioni|carro|piazza|cavedago|treno|lorenzo|alto|mario|dalsass|olivo|destra|allenatore|sposi|rosat|alcuni|pubblicato|galin|viaggio|rosalia|zeni|màset|luigia|stati|fisarmonica|corradini|prativa|pozza|sposato|sorella|suonatore|daldoss|canton|sconosciuto|saro|1921-2007|maria|agostino|sindaco|severino|dietro|porte|camoscio|squadra|severino|adriano|maspero|bedolè|piedi|dolomiti|castellan|visibili|fotografico|garden|rocchetta|dalsass|sopra|portava|presente|vivevavano|silvana|parrocchiale|paese|1916-1984|tommaso|duri|annamaria|primo|doveva|zeni|giulio|alta|sconsociuto|prima|commilitoni|paese|anziani|piedi|cavedaghesi|endrizzi|1914-1992|battuta|ivana|disagio|dalsass|tratta|slosser|presso|malfatti|uniti|sass|vittorio|militare|piedi|endrizzi|clamer|giorgio|bellavista|silvano|l'uomo|seduti|comunione|panoramica|luigi|amerigo|dépliant|paese|sconosciuta|caccia|cesare|vittoria|frazione|visita|ines|andalo|seguenti|erica|entrami|davanti|albertino|gianni|scritte|priori|lionello|andava|sola|aurora|moglie|famiglia|all'albergo|un'onorificenza|vante|fotografia|marino|nella|endrizzi|matrimonio|alberi|sistemata|fotografato|maestra|dell'albergo|'60.luigia|1861-1937|presenti|eucherio|messa|liliana|cavedago|elementare|nero|classe|1924|figlia|beppino|andalo|dell'attuale|coppia|componente|doss|s-cialàr|modesto|1892-1978|titolare|giuseppe|festa|masèt|stata|linzoi|emigrati|davanti|moglie|omnib|1912|a|bambine|esserci|clamer|gioachino|1940-2007|rocchetta|1920-1988|biglietto|campo|strada|mezzolombardo|cantiere|luisa|cavedago.giuseppe|brenta|secondo|centro|ciàli|silvano|monti|1925-2011|calcio|pozza|tommaso|alleviare|sterrata|ea|viaggio|ricordano|roberto|delle|daldoss|marito|tomàs|enrico|leva|galin|augusto|paese|melon|cerimonia|lavoro|piffer|essere|dòrego|potrebbe|sfondo|adelio|spalle|1922|veduta|maestro|1869-1954|consegna|donna|canton|gruppo|albino|cornelio|visto|1881-1975|bruno|natalia|giovanni|lorenzo|suoceri|vestita|nell'attuale|osti|seconda|scudelar|lorenza|banal|sconosciuto|pea|fotografia|durante|zeni|iob|sinistra|ragazzi|andalo|mezzolombardo|subla|mondiale|fontana|giorno|ciapelàn|leva|clamer|c'era|stornèl|1887-1966|viola|pozza|cantiere|papa|matteo|prato|fratelli|silvio|persone
